Crop_Type,Soil_pH,Soil_Moisture,Temperature_C,Rainfall_mm,Fertilizer_Usage_kg,Pesticide_Usage_kg,Crop_Yield_ton,Market_Price_per_ton,Demand_Index,Supply_Index,Competitor_Price_per_ton,Economic_Indicator,Weather_Impact_Score,Seasonal_Factor,target
3,6.67031159373161,39.31155798582098,28.2896991565696,209.5720799239944,190.0104297920929,10.731050776597195,4.400925690231335,218.20781647467635,78.29436167883053,74.1184496880615,445.5608311067816,1.1169842079828536,39.18991329687812,2,62.3973754415162
1,7.046590519803474,25.57896387829325,25.51000847518773,91.1659041436764,179.0171784497055,15.245422400175162,3.322922101945996,186.68358174687808,176.30574039615055,103.1173766727884,150.72519158307878,1.2177229009475377,60.35279157176405,0,77.01991134778243
2,6.419325224336806,48.89617746450566,16.54820397845838,256.7704908208757,72.43487016677162,13.838066869452163,2.549711034190363,241.24248357199875,172.4210570704971,55.1127254887192,476.4867062994269,0.8249237062164742,54.967068605433255,0,132.25466369775873
2,5.522719808160093,46.040358072709545,16.601861830623243,60.67672559500038,157.70643912114343,14.068345580056157,6.224171059035189,231.36503553863773,101.70626678445088,131.4744037226629,498.5527581975491,1.2791965098733675,34.30463303576025,1,130.4149401099753
2,5.839454634268092,34.45966102192297,25.87753949043815,196.51262208571293,188.75362213373555,18.04133420380706,4.342274703317068,401.3599360982461,124.17981208882064,118.48826769217597,102.05668464073324,0.7127585154579184,87.63798270568547,1,63.08203921999929
1,6.565006453796722,38.41300455680172,23.555750954433734,267.4538331741916,186.30166404616008,10.789457238091645,6.694237673582739,135.14019739402272,91.98537792385918,74.32656021119557,140.52385161573892,0.554030658248629,61.39085939329802,2,54.49889365071154
1,5.650215207333922,20.31320922761161,27.82218931863073,231.97821571063736,120.69980254759145,17.83689991319361,9.249531393653672,322.20839707325183,96.09161695438864,101.70187008988036,337.3157677100679,1.2734291151933808,6.993350487226547,1,144.62479160435703
0,7.005319914198232,19.907910699284432,30.86266023446112,99.16473479210852,102.28070130689817,8.404551372668983,6.500540082767899,323.9041811051136,109.159308910768,87.86655863928291,281.40112598345473,0.5254938532877936,80.06856641089013,0,134.1791816588513
1,6.420128285345625,49.52419358367123,19.94126037609312,72.34687192834761,140.3977279121412,7.516463219514034,3.049125672292132,469.6124945865773,54.856470916765154,181.16172733725512,403.8886552769917,0.6424428997688635,66.0689646099142,2,139.4111222498198
1,6.442654487584176,13.198417944662124,19.88543275175245,260.1830273328327,170.80139454799337,1.727371586174924,6.3566657822693085,482.4033992284697,175.67302194204666,88.79862388651176,224.32273830726848,1.2346706054146832,50.4137538784701,2,58.78264625827006
1,7.046597836536849,36.89119612486808,24.57380555424878,102.2653361437541,185.9275608639012,16.729256304985253,9.909519615456862,274.3162276624669,106.7956956985918,125.60891876198345,156.00322030766017,0.8786438241715981,60.30580159709373,0,109.2779240606702
0,7.1460223785366646,33.639978576917635,16.542911459603097,205.6674521236381,66.10713311139713,17.99416821092742,8.968482950280386,299.9515083454038,112.10801160257432,63.698003417861706,416.3389887956635,1.0343563768563655,86.73576466572483,1,99.13271489209868
3,6.57011659641951,26.14840680564634,19.453913212606736,227.23359983794327,87.0764556381381,14.024679408846245,9.158799660785654,204.3505719236568,92.04782686884715,170.77515062307705,484.7494631489667,1.0502327557764208,81.66549856432937,0,91.14418194321334
3,6.702234670678562,17.349165676723945,20.66672512994053,52.2696484252715,167.6564157658019,12.567549638189655,1.3693438903037918,176.7866449517392,112.62334212811582,146.2830070536287,170.6205852295792,0.8244556314441066,58.13730824823301,2,72.47214606910075
0,7.1419327230771215,49.72796394167838,30.53380932973582,202.8835182138804,137.97170758721222,9.662141902885653,9.660213536580311,291.3968716589855,141.25350483273127,62.03000728988695,247.216321442239,0.5036096527630295,84.46525161734621,0,141.36081059084924
3,7.059894917769128,10.285807355692445,32.73518513582488,278.6358848477736,103.05696609275674,10.150897448193655,9.907191834062685,206.1794610494284,81.37615686986607,175.29863066742266,330.36764972666435,0.9156064713475413,42.64122508436441,2,100.12300367413008
0,6.798957376032535,11.893934943448304,24.516811071354887,118.86401999257468,127.880144526123,13.33358409320766,1.210796656301356,223.7180942378199,98.8062771944476,127.94047330571688,324.545261604816,1.1204167810200991,14.609077727353448,0,123.129140500239
3,6.994378705321761,24.13246458252076,30.34995511087844,262.52950288351315,100.29048067610891,8.096334224375855,3.450809651016775,113.64263665297,144.23452972266395,183.5771916164865,439.8502881854411,1.016007588987117,37.80182124289404,1,134.1158453189002
3,7.199300622922268,19.08292036911915,34.950474743921234,180.8476659566864,180.89074253786728,14.784227267702278,7.209239382736317,456.007360246736,110.729011393938,136.36379973672518,382.12151589008266,1.459416576234907,10.308202677620038,2,145.44007115275508
2,6.576747822360632,26.93108119763001,30.040321528389587,271.735729694512,126.42730516809831,4.329446798092322,3.5611955936774047,326.35671301640406,190.32461629221584,67.4591866927402,392.4906415164146,1.3545036593695947,39.39225253256215,0,66.14760148901583
3,5.9276451839862245,21.9562262663276,33.341856943990514,51.24243415729627,149.1827661044655,4.604143709502311,1.5104308649778329,425.8706259514034,116.11363671862198,176.6130989608688,349.8195044241693,1.3873743354491328,61.60686603048448,2,136.7167641855599
0,5.869758089596166,47.27887745564422,33.04795739573018,139.70784164113456,125.92821691660386,5.9857903749164265,4.766290832596815,229.93751368206824,125.53335321086742,138.78191193260108,355.90034590410744,1.1951675584353127,91.99818665808172,1,128.14003648755093
0,6.849559361817209,31.268270657339645,26.99663241174161,171.44179626835734,167.9268790036925,13.457367580804386,6.726249424099764,386.35143188699897,90.7000560162134,173.25135917355342,123.86871541641992,1.444800694405454,66.55225781650167,1,91.20704809004248
2,6.601665218093954,24.808190850258875,31.68042598331397,59.645810568160826,188.32639937076743,11.544635116076456,4.878026773828942,165.70626738270474,110.65709476231002,180.15741094674064,146.83984676251276,0.8493909615513356,33.71189891545643,1,141.59062279450495
2,6.191556967136483,10.622738007726308,32.58266115308838,198.25195050302847,58.53751732547773,8.619935843165335,5.842571659690713,390.7954666404252,53.03092417197108,60.33988609943023,415.5821525420344,1.075992656117832,59.47693410796601,0,62.09062857974948
2,7.49270071645522,39.69211766475992,17.23644873879705,106.070894238009,174.57873950040403,2.097561460390453,8.394756576489403,389.0274646155899,54.56997189504563,173.29602061700848,216.8538311596469,0.7949344985098821,71.78815272588425,0,83.36198943793343
0,6.7694711316604055,49.35197148394669,18.96206095959487,269.9379438556662,141.53037504520722,5.235478095126342,1.1988871603921305,132.0393170899012,159.6201430221717,122.3559485302198,226.81317685626112,0.892488901849405,41.837272102430326,0,51.28680896661882
2,5.522719808160093,46.040358072709545,16.601861830623243,60.67672559500038,157.70643912114343,14.068345580056157,6.224171059035189,286.2005140987616,144.5905844271462,147.22946479201886,411.3190496575183,0.834112256581832,90.3785953920362,0,124.79342388360384
0,6.132941977862991,19.34520502270688,25.136921138578145,217.5820070845562,91.64632092192907,13.706659313288185,9.389140579225792,424.5088524483104,174.053719217296,112.48815520587596,102.59235575324664,0.986817354113022,31.74170535100549,2,113.68284355622797
1,6.649826005304599,42.45988168524829,29.172856329492543,292.2226844691472,177.81439012729368,7.891541613993036,1.3649423633046238,213.88900782393057,183.85019681266024,93.65888376503484,309.25671752844914,0.789879239702286,45.88867893393021,0,136.03290593315643
2,5.8153124492296735,43.10706327583179,34.822264293840114,240.4966867958101,107.82796906263329,6.045036160970475,6.255264819105619,138.26112776923827,66.2416500555762,96.99799489292118,486.8837491820847,0.5689249931219514,18.679072818350296,2,50.6461174725616
0,7.442161205385655,13.092802385665392,23.897117313726906,89.3737698790923,197.9733807200909,2.866950981105693,2.0605809329443625,436.5624277112912,130.8510074291837,144.29912461422077,463.5966689818643,1.4176972004009394,18.971512342608687,0,89.00999954596023
2,6.895816471578197,13.20350994486394,22.90218248071569,278.7680183837814,125.0641904564844,16.485628658633324,7.699439927399839,161.98233824394435,117.27271784295051,182.90506892348148,395.77486677337856,1.3571339117705723,36.26085025033845,2,127.56004937954054
0,6.987218413111844,22.63816331119098,27.748295612533845,198.0802784377595,114.7850989766303,14.830851088735733,3.2621905027087763,369.7448447291047,73.52474836934165,101.1071635875424,131.9513661284954,1.0423899930906462,78.49542133225091,0,76.10989254816681
3,6.692159128359902,13.602119330263571,20.20055434330396,167.8250433503754,174.62605591964154,7.956389288686771,6.6157552193279,387.7655742636725,105.42254673241366,160.42033490333998,361.8994053858685,0.77668951003525,23.120594783888315,2,109.97136598864094
1,6.571360155357573,49.221728030713415,17.01390928566045,146.42731293899462,86.06844241577143,14.150014128706117,5.938828581449138,474.3608873004737,195.6660753542652,131.41237320467184,226.6143095165461,0.6910212240679089,82.86901980046773,1,87.01369982572905
2,6.335452053539196,18.88078938113612,31.220443891968525,236.9608393137006,186.61488144113835,2.149611347883733,8.820828019614998,424.9963198429752,69.94346453553656,92.84336610978096,477.2738101090157,0.568603805007413,3.2703247289011195,2,74.82426652018452
1,6.140586594349206,13.11674390730853,20.676182531408067,103.98724156163844,66.32283901728944,2.7016063045608565,3.9931930519305054,435.114715911042,132.01621664705476,181.27045605881835,229.537130186555,1.040637640922547,45.70166501381653,1,71.9312866451984
2,6.634681887476996,20.448945103831587,17.68723727583317,166.3538232797659,167.1874399548425,4.33626162888911,7.435072324912827,457.5047540683343,56.676768444419615,98.7423639867552,273.2656359231314,0.8010497833378857,54.47399398775677,1,110.11316896727172
2,6.368335168236946,20.72571454811111,25.48052802275992,143.10603946659137,161.05995160036883,7.62106591100765,6.23137284626659,480.9489040523361,103.40300829959838,136.66854865648685,444.18495024749706,0.6412234698127416,23.39301578438303,1,135.48760286955252
2,5.9851976119379,43.73179414650848,19.756519373413987,56.83165097705263,68.76534434124736,11.493904537306316,2.23319422813465,422.64596305237336,122.40161202841276,80.09984229017556,149.7750793507435,0.8217378767875018,8.682382849237824,2,69.20335786769411
2,7.484950321812786,21.57460324507255,24.76855536771385,156.8124488923384,67.96824680245803,19.36985704601207,2.978367364962179,355.4433175848733,199.491979382513,194.28230060023205,350.3866761862725,1.231192475592532,28.075560486064056,1,93.26355766638268
2,6.634681887476996,20.448945103831587,17.68723727583317,166.3538232797659,167.1874399548425,4.33626162888911,7.435072324912827,168.04511416208703,145.50617789362715,107.44604464379876,175.89689040796847,1.249142409188806,80.91769789716504,0,99.25590953854716
2,6.458979714862974,48.92608804549795,34.812628171828585,63.5160017640171,188.8968233101532,19.80355935013318,7.504387216360404,402.3076693631699,64.99605307521271,114.002100647386,462.9051288627554,0.5678441156452868,95.92690513353008,2,80.08652800589715
1,5.605253490733176,31.19443587563562,26.038563296504464,90.24783288228436,83.33588664492699,12.354192144946632,2.24567515729653,332.0107285963668,197.64172638455588,67.5497768434734,373.4201838723391,0.8274277540904496,63.615534683123286,0,111.97165530663588
0,6.572949965580806,39.67178972222711,15.010295471495134,244.6546918654967,163.0982561434676,10.57307231139538,7.459989761594692,141.30743650078816,124.89545689784316,69.70977003616483,174.96089455218228,0.5235076665976417,29.36857741197545,0,61.62722189793367
1,6.314633776631784,27.58609898809994,30.06026264162526,250.47798614974056,162.42791400066687,7.308433819385417,2.20779806012403,312.4702163658844,111.75603063773228,138.50794741399045,434.4324595294967,1.4068267405425114,5.351017875816999,1,125.90894767206704
3,5.698662152114746,32.85870193340007,23.958017372451074,297.65154457923774,95.5675030459806,10.984713481017634,7.6435182180739485,178.28071219679094,63.20250114598182,133.49391766008785,397.1062667681944,1.1097160719301424,88.04854129248028,2,63.00433095769115
0,7.008634877352455,28.069814018555267,24.14490062228403,259.8742913282117,160.41529220294476,3.170555973432046,7.904725055145583,133.08202833308957,61.18783045938561,167.36997314674537,295.38548275886933,1.196682736198413,62.703705929591095,1,75.61815733058351
3,7.27013268639344,11.07341605734215,33.28190318804472,239.69599302810155,162.22196166525524,6.28899303973489,5.063447483027851,450.98889324022673,156.54022757846795,157.998111007599,262.91609111019824,1.107344568107286,13.900999330614594,1,117.59430584662228
2,7.146471826145095,16.365792572792913,27.05555136419004,186.66633530829355,119.27795216602672,14.9220424139389,4.595857934259449,319.59645034635446,164.26289665038183,91.8121577144705,257.75259622054904,0.5087846696674085,57.95528280298521,0,69.83390221520078
1,6.290480232199608,21.32273889262512,15.402074101961649,123.53293318432566,181.436557976786,4.608017315465777,2.147743788559022,336.0192715823141,197.8504582088183,164.17401192255485,475.11874480078,0.9363554907692064,43.13336876081003,1,57.12258647651469
0,6.128883441900437,24.798481542349435,33.38675691846453,256.4440793953437,199.7338763315041,12.227769399910176,8.46650625992769,159.4131298722341,173.51895394107848,119.46263747258416,171.02290965573977,0.6563324289230799,96.36130796625343,2,125.28111927259935
3,7.349500760113052,24.241430652276208,32.75078889686534,215.1386097527869,96.27823595609362,13.146322947226254,5.254825413050716,405.4164711690553,56.46363750495151,60.62653364492688,190.38668685130608,1.0320806139042538,95.69058620551972,0,119.06583905995004
2,6.999029490065263,44.64645716817096,33.27795168960698,232.9169510771594,180.5461886969523,13.032687910948484,3.715416557110608,129.6656721977879,163.2451042476759,109.2492420049616,242.6618066420207,0.5002624927565261,71.6886254081467,0,142.20802085322785
3,5.7603626625975,37.00099074623053,22.14344565919513,243.1255245510225,138.5143600197354,16.509964318758083,5.2172403180441504,342.20206890905445,141.47748940992304,151.78436294892686,390.0738691028186,1.481461656604985,64.94073327198572,1,101.14365046786448
2,7.380913863093436,31.95155206785196,28.78775907362097,134.59381463042453,173.77468970667144,15.505245413076333,5.236964804144108,121.83718520935416,106.47786949877649,78.31125645532543,438.0743207665578,1.3501515610096035,57.41623203423599,0,122.18341921424472
3,6.818527923212024,26.257783340575024,23.86585803974168,174.1261893716864,167.48115458458204,8.151661763293076,5.798382274085968,427.2548234540976,104.16559862020998,181.5722431497361,129.58193575225704,1.4134782882664123,73.66170646007514,1,132.90600667573634
0,6.987218413111844,22.63816331119098,27.748295612533845,198.0802784377595,114.7850989766303,14.830851088735733,3.2621905027087763,242.87077421835588,136.84367609355184,197.1312081692655,439.7002011362713,1.3113747936526912,60.74215543779624,2,58.637208915645935
1,7.077058017483672,47.05250339784492,30.66777056954508,134.05399364414808,195.01722512892323,8.37230689499538,8.200213900395957,465.3365293204543,189.748066575024,178.90782729210457,154.0102473930566,1.3380542165268916,27.335717304791373,2,89.3058916339475
3,5.895177166016367,47.93937319700992,24.81773408137252,231.3151636171305,137.8059863058483,15.62649392011688,1.8220306451289217,145.22152192966814,77.91142005047239,173.18782524134673,215.79794287993548,1.2383138223310848,57.9755873555615,2,136.4437403975361
3,6.635593731170439,43.489030707205146,34.7254532736098,177.49622824677272,95.69967666212467,17.764057472791333,9.880885047645128,191.59198532108928,130.08295453414397,94.41744359963866,153.8445443372595,0.5959594419976931,49.97427036552716,0,103.53036066489544
2,6.526895249389786,31.61545604399489,32.75034221899355,165.51381713503446,101.70748189382113,1.2440145803090128,7.418054806361448,221.3560694805306,79.75295857669252,192.1621819179492,222.13757408080969,0.7337901408141076,12.87297044202974,1,99.61653862339614
2,5.664647283076958,23.66770279944372,20.75847098604919,144.25858028630853,68.58709683034536,4.805694733190748,7.427701616828604,320.6547201027484,89.25746069579938,93.21249000685827,332.82406556202784,1.3214523125946576,0.8907200390225523,2,61.09499100174304
1,6.469720268661227,42.71844640273092,20.877487380841224,123.71857960928872,153.77453512196325,10.374112789786198,2.618576099311224,299.1497106730844,154.31694431185022,52.72073650624436,216.35894899401333,0.700524925051607,3.197390984243542,1,62.06833577404841
0,5.646983175116644,49.26342758643253,31.11185164198001,164.79809684188342,187.5038009489901,10.10590349223379,2.6447934961737234,491.7738338800488,133.21786446486408,163.64377511370404,268.139813582188,1.4368518366493477,90.21256713708652,0,129.3819795332305
3,6.826053241262478,16.896832665984853,29.65091703177556,125.82841348248056,155.2667672991323,8.970846316437186,6.79979968222594,119.6488797847766,149.67897491908258,155.96197926827017,364.455167229634,1.4477447794685974,35.591764442106765,2,141.62525162959466
2,7.320222999588317,21.54187825709793,31.27977688966904,266.8808540509759,90.36702064500793,9.836902958722138,6.344239776125649,344.1622016915733,123.54851656070043,162.18155244352997,238.0319404765546,0.6922567771153403,8.879941266095503,0,144.41273293014038
2,7.394132082710443,15.981046236525849,33.876972562606184,213.6569043983829,123.81798487605342,4.640113357791641,2.002903110410376,242.51692650312452,184.4398284770644,167.51935664686096,393.7723102235672,0.6475971418422533,63.513558796687306,0,53.33678585307716
0,6.403989965785735,35.24747745805554,24.255871032026324,93.54756102673667,195.32627862282624,19.560741357142643,8.034133925282678,201.5010596458427,73.75104896457387,194.7859959169583,437.6830925077511,0.777117613226158,60.34561440102674,0,124.15118328135874
3,5.696836806435526,32.04791381872799,25.37024498657805,236.8304534153453,152.36678628868145,19.61127631138287,5.775778742407981,468.5676316824256,71.23647702232338,122.5165929141765,484.46473372708897,0.9731853963940602,37.06258775562612,1,92.56066062703866
2,5.974941971472905,17.29574274594792,27.87627226482055,85.90009467657472,95.0839009355571,15.269752754323047,7.339724609364491,155.87788896298508,79.00111865747564,59.81602203496767,464.8814212404163,0.7631402768111494,42.087572554162655,2,53.89182130475597
0,5.512730117681523,20.03376581753893,15.027137547166324,177.41761692989795,53.88431618841894,17.957036171620416,9.498933159321297,114.03435144563674,159.91412147823164,60.881317647010505,231.9210446068818,0.9810772739170428,90.7656277552576,0,51.85367528534725
1,7.119220975402411,38.563580325237965,18.544910616175628,223.397248608289,106.55895343784373,12.927373058047497,1.81765501501046,303.4412111552781,57.18117355896888,86.36980358467773,266.7954457252059,0.887048670995861,0.3507278999489993,1,138.9994173541004
0,7.476645923015877,21.53559860409001,18.585217561503924,101.01869538433824,160.36782747015462,8.301931088748217,8.122747757518763,439.8564864301706,116.11698804593613,131.89856680322717,332.87874792302307,0.6132288387991975,89.01453302427453,1,81.29331376284745
3,6.00516715535155,18.84456981341384,28.444625498048087,165.90561928459516,107.71625603959606,18.488918966964427,6.152686444651105,400.6509722544997,183.51856341999047,154.07563597191992,437.8379530116895,0.8139940798832042,26.486678902628736,1,125.67653929804926
3,7.043045454770954,15.849156940181178,30.07429885373746,247.04527070746047,96.68064973065088,3.147959494409524,6.780647481965271,218.19592868129035,90.10334039001133,108.53789415796138,295.53530678681614,0.8291412300018812,73.01791660668187,0,80.33927193801136
1,6.743058598762201,43.31057494305589,30.89317543487948,248.2996614741951,177.93685479715572,16.954752117824054,6.174547778325056,300.7241412799113,113.0886635333968,53.87535455550464,103.41484359100336,1.442167790778309,3.1885382250705696,1,131.03972860646047
3,7.111632964397657,43.59116740107825,19.86325010500529,247.83008623714417,175.21444305656723,8.313656905579053,5.611685463260522,109.39163540549828,119.288512775049,74.31235940172533,260.738241436605,1.116213998587028,92.40278198862742,1,94.99151099969284
0,5.773207562323697,34.253299448161414,16.019625303156307,202.7116903416171,134.7589367616173,1.1138460768942655,5.008459449782874,168.6508785935124,170.55070376086044,140.81783534940962,386.4509733960869,0.7871838917652533,25.49334172583535,1,119.54048502592627
3,5.828119375226187,11.485742699652196,22.76220983757557,150.6612522823833,183.89258278572763,2.9278322075494536,4.484936637247645,256.9889732070652,63.208327226051736,160.43787214092237,250.48413242349807,1.0752134015977932,15.88376758044755,0,116.6039716980034
3,5.564178091667127,24.570870903665835,17.583766287856978,253.5146278371436,177.78415639286743,5.030188581332679,4.39420461143717,488.3917119266763,73.24463595209293,145.1408208004998,123.36407518524678,1.4696780350195526,76.42186504799754,2,117.9012172457949
2,7.484950321812786,21.57460324507255,24.76855536771385,156.8124488923384,67.96824680245803,19.36985704601207,2.978367364962179,477.8564864824476,79.97087994124297,109.44690828432108,173.51237743351828,0.8637027768699432,50.318648903295646,0,114.9776523833145
0,5.509171207260039,46.97507726526418,29.17377162376286,195.56457906376892,111.52464211881912,4.767395177350036,2.527843190579554,302.793721198334,75.71202325788599,140.97792443745186,346.6755873697367,0.7952040242314204,10.947144740357938,1,136.34518441228877
0,6.8179309538381245,15.593211198845154,19.577829486503923,131.1617741807415,177.19620157525506,17.33980987138251,9.884392926410412,368.7751858995344,62.404246869261776,123.34081149660456,465.6829717492868,1.1606301660642426,70.8912932286179,2,76.81654694766702
3,7.349500760113052,24.241430652276208,32.75078889686534,215.1386097527869,96.27823595609362,13.146322947226254,5.254825413050716,420.26680413559546,68.81868197264123,183.80819803544892,248.30949783117484,0.6125638347927652,70.50503482827845,0,53.44432111605276
0,6.8954631227073815,43.40549899101275,23.936479178637217,207.6613856216977,63.70000582904089,8.020248778477423,6.744848742911895,394.7248089015524,127.15893223944212,151.83606990423473,484.0537605325866,0.6185402896914814,63.84299335723354,1,74.20886534946412
2,6.415072197296519,40.33512997120401,29.685519169623923,140.2435987535369,100.7945324844334,12.276808536827794,1.854307721523449,247.3910821596033,161.23603762927098,105.19754761197127,201.1090777648604,0.8269730610567405,41.42072935194947,2,145.02605490797637
0,6.609437634647936,26.95247804713287,34.71547485760416,256.854818764205,187.6649079984326,7.673860307179566,9.126960873353976,162.005261230339,78.41925491095444,58.59415202178086,279.8215179431141,1.3419122929535316,20.672777899043105,2,133.43112099355957
2,6.6644893467811706,40.78443856971674,31.219228530863305,81.07814810693071,106.16369159079449,18.27521168175677,5.706858285360235,111.0771980616955,95.84015741448972,101.02704468023124,346.1591657185804,1.3627355796149383,75.4997721756879,2,96.37966460660272
3,7.424187729392689,45.42004899173817,21.17663569570261,170.23135926813936,62.09545636023056,3.407422091684003,9.022040973833548,109.39163540549828,119.288512775049,74.31235940172533,260.738241436605,1.116213998587028,92.40278198862742,1,94.99151099969284
1,6.363397974975121,24.442885104614422,25.521637322020503,197.1379550859176,57.77509167527956,7.520434787253636,6.642769300369442,280.0469592408581,183.664791574954,69.69426678973407,493.7475026983876,0.6675202569440426,74.11497038148337,1,93.11676535805798
1,7.245635334852177,12.82576486357323,16.78382250190235,170.9780078467139,90.48831718705114,9.174119483696856,2.7253842752728143,279.0526017907181,145.7866024482645,195.12064309798407,364.02907177692896,0.8760127453733999,56.01352617511,1,137.02545420674605
3,7.237426814003686,45.7208564367899,29.704210350478704,206.69286559535337,198.79383029607573,7.574461167049479,2.0941241217290347,294.27655593065367,154.62771161774037,162.02017166091244,295.476314868063,1.3980496683112325,45.99484395723253,1,145.3951682626967
3,5.715519731933285,42.85041684462107,25.57177168148546,179.59458477510287,71.30073252385866,11.209067704738867,5.264951582135371,308.56696926408955,156.0923637406716,73.58839016145691,243.2767860035084,0.9280378618499022,65.87378417867949,0,120.77807444209976
2,5.574221145381967,17.585294697246027,24.1692761150864,261.24313773650704,113.20856560803595,13.299161945858518,3.6401476401113135,167.8638176652981,120.54958097713327,58.21885945169073,135.363575894176,1.0312175378503372,93.06660067345244,1,86.07497536277542
